species,decimalLatitude,decimalLongitude,eventDate,week,month,year,month.day,yearday,MonthName,source,family
Calopteryx dimidiata,32.5509732651,-84.5162417302,2022-05-10,19,5,2022,10,130,May,iNAT,Calopterygidae
Calopteryx maculata,32.550973,-84.516242,2022-05-10,19,5,2022,10,130,May,iNAT,Calopterygidae
Tachopteryx thoreyi,32.5509732651,-84.5162417302,2022-05-10,19,5,2022,10,130,May,iNAT,Petaluridae
Ischnura hastata,32.4015532,-84.5945205997,2022-05-09,19,5,2022,9,129,May,iNAT,Coenagrionidae
Ladona deplanata,32.4014754,-84.5950816,2022-05-09,19,5,2022,9,129,May,iNAT,Libellulidae
Ischnura hastata,32.532502861,-84.5373040342,2022-05-09,19,5,2022,9,129,May,iNAT,Coenagrionidae
Argia bipunctulata,32.532502861,-84.5373040342,2022-05-09,19,5,2022,9,129,May,iNAT,Coenagrionidae
Argia bipunctulata,32.401706,-84.594737,2022-05-09,19,5,2022,9,129,May,iNAT,Coenagrionidae
Enallagma traviatum,32.532502861,-84.5373040342,2022-05-09,19,5,2022,9,129,May,iNAT,Coenagrionidae
Enallagma traviatum,32.401706,-84.594737,2022-05-09,19,5,2022,9,129,May,iNAT,Coenagrionidae
Erythemis simplicicollis,34.2500569491,-83.2570881397,2022-05-09,19,5,2022,9,129,May,iNAT,Libellulidae
Plathemis lydia,34.2500760715,-83.2570871338,2022-05-09,19,5,2022,9,129,May,iNAT,Libellulidae
Argia fumipennis,34.2519799712,-83.2574385032,2022-05-09,19,5,2022,9,129,May,iNAT,Coenagrionidae
Calopteryx maculata,33.9365305556,-84.6040222222,2022-05-09,19,5,2022,9,129,May,iNAT,Calopterygidae
Ophiogomphus australis,31.1432525309,-85.1172708102,2022-05-09,19,5,2022,9,129,May,iNAT,Gomphidae
Progomphus obscurus,33.5044728592,-83.9173942115,2022-05-09,19,5,2022,9,129,May,iNAT,Gomphidae
Hylogomphus geminatus,31.0461073078,-85.0060037595,2022-05-09,19,5,2022,9,129,May,iNAT,Gomphidae
Lanthus vernalis,34.959771,-83.487975,2022-05-09,19,5,2022,9,129,May,iNAT,Gomphidae
Libellula cyanea,34.6488757818,-83.3013176545,2022-05-09,19,5,2022,9,129,May,iNAT,Libellulidae
Argia sedula,31.1949811782,-85.0941935805,2022-05-09,19,5,2022,9,129,May,iNAT,Coenagrionidae
Enallagma cardenium,31.0809039232,-85.0215633543,2022-05-09,19,5,2022,9,129,May,iNAT,Coenagrionidae
Dromogomphus armatus,31.19502,-85.0961,2022-05-09,19,5,2022,9,129,May,iNAT,Gomphidae
Enallagma cardenium,31.0071804239,-85.0243133178,2022-05-09,19,5,2022,9,129,May,iNAT,Coenagrionidae
Enallagma cardenium,31.0023021175,-85.1956923137,2022-05-09,19,5,2022,9,129,May,iNAT,Coenagrionidae
Argia sedula,31.1951820732,-85.0954586061,2022-05-09,19,5,2022,9,129,May,iNAT,Coenagrionidae
Argia moesta,31.1951601645,-85.0955122503,2022-05-09,19,5,2022,9,129,May,iNAT,Coenagrionidae
Calopteryx maculata,31.1950993633,-85.0956342908,2022-05-09,19,5,2022,9,129,May,iNAT,Calopterygidae
Enallagma cardenium,31.1361710686,-85.0035675111,2022-05-09,19,5,2022,9,129,May,iNAT,Coenagrionidae
Enallagma cardenium,31.1173345492,-85.0376120723,2022-05-09,19,5,2022,9,129,May,iNAT,Coenagrionidae
Argia fumipennis,31.1951016577,-85.0957415792,2022-05-09,19,5,2022,9,129,May,iNAT,Coenagrionidae
Tramea carolina,31.191709,-85.088899,2022-05-09,19,5,2022,9,129,May,iNAT,Libellulidae
Argia sedula,31.191765874,-85.0889134627,2022-05-09,19,5,2022,9,129,May,iNAT,Coenagrionidae
Hetaerina titia,31.1951117582,-85.0958502086,2022-05-09,19,5,2022,9,129,May,iNAT,Calopterygidae
Hetaerina titia,31.1951021323,-85.0959923657,2022-05-09,19,5,2022,9,129,May,iNAT,Calopterygidae
Calopteryx maculata,31.1950874691,-85.0960594061,2022-05-09,19,5,2022,9,129,May,iNAT,Calopterygidae
Progomphus obscurus,31.191709263,-85.0888992965,2022-05-09,19,5,2022,9,129,May,iNAT,Gomphidae
Argia fumipennis,31.1949058261,-85.0960853486,2022-05-09,19,5,2022,9,129,May,iNAT,Coenagrionidae
Calopteryx maculata,31.1948674062,-85.09601114,2022-05-09,19,5,2022,9,129,May,iNAT,Calopterygidae
Dromogomphus armatus,31.1950009,-85.0961903,2022-05-09,19,5,2022,9,129,May,iNAT,Gomphidae
Coryphaeschna ingens,31.194910918,-85.094701322,2022-05-09,19,5,2022,9,129,May,iNAT,Aeshnidae
Phanogomphus exilis,31.195029,-85.096153,2022-05-09,19,5,2022,9,129,May,iNAT,Gomphidae
Plathemis lydia,33.979105,-84.2800216667,2022-05-09,19,5,2022,9,129,May,iNAT,Libellulidae
Calopteryx maculata,34.250072,-83.257086,2022-05-09,19,5,2022,9,129,May,iNAT,Calopterygidae
Coryphaeschna ingens,31.191709263,-85.0888992965,2022-05-09,19,5,2022,9,129,May,iNAT,Aeshnidae
Coryphaeschna ingens,31.191709,-85.088899,2022-05-09,19,5,2022,9,129,May,iNAT,Aeshnidae
Libellula flavida,31.3071918112,-85.0782430129,2022-05-09,19,5,2022,9,129,May,iNAT,Libellulidae
Calopteryx maculata,31.3067039676,-85.0791341385,2022-05-09,19,5,2022,9,129,May,iNAT,Calopterygidae
Libellula vibrans,31.3067039676,-85.0791341385,2022-05-09,19,5,2022,9,129,May,iNAT,Libellulidae
Pachydiplax longipennis,31.3071918112,-85.0782430129,2022-05-09,19,5,2022,9,129,May,iNAT,Libellulidae
Libellula vibrans,31.3071918112,-85.0782430129,2022-05-09,19,5,2022,9,129,May,iNAT,Libellulidae
Erythemis simplicicollis,31.3067039676,-85.0791341385,2022-05-09,19,5,2022,9,129,May,iNAT,Libellulidae
Plathemis lydia,31.3067039676,-85.0791341385,2022-05-09,19,5,2022,9,129,May,iNAT,Libellulidae
Erythemis simplicicollis,31.3071918112,-85.0782430129,2022-05-09,19,5,2022,9,129,May,iNAT,Libellulidae
Pachydiplax longipennis,31.3061275482,-82.2420349121,2022-05-08,18,5,2022,8,128,May,iNAT,Libellulidae
Argia fumipennis,34.0949190731,-84.6512253183,2022-05-08,18,5,2022,8,128,May,iNAT,Coenagrionidae
Libellula vibrans,31.63728706,-84.27783026,2022-05-08,18,5,2022,8,128,May,iNAT,Libellulidae
Erythemis simplicicollis,32.5855098673,-81.4168770131,2022-05-08,18,5,2022,8,128,May,iNAT,Libellulidae
Erythemis simplicicollis,30.8266527778,-82.3619277778,2022-05-08,18,5,2022,8,128,May,iNAT,Libellulidae
Argia bipunctulata,31.8907647,-82.9931607,2022-05-08,18,5,2022,8,128,May,iNAT,Coenagrionidae
Plathemis lydia,33.9671777778,-84.1270083333,2022-05-08,18,5,2022,8,128,May,iNAT,Libellulidae
Tramea carolina,32.5855098673,-81.4168770131,2022-05-08,18,5,2022,8,128,May,iNAT,Libellulidae
Erythrodiplax minuscula,32.0896333333,-81.1744216667,2022-05-08,18,5,2022,8,128,May,iNAT,Libellulidae
Argia fumipennis,33.9040782523,-84.3436495874,2022-05-08,18,5,2022,8,128,May,iNAT,Coenagrionidae
Celithemis eponina,32.0890111667,-81.1736966667,2022-05-08,18,5,2022,8,128,May,iNAT,Libellulidae
Lanthus vernalis,34.9510333333,-83.8389133333,2022-05-07,18,5,2022,7,127,May,iNAT,Gomphidae
Ischnura hastata,31.1132611667,-82.21052,2022-05-07,18,5,2022,7,127,May,iNAT,Coenagrionidae
Erythemis simplicicollis,31.9893760746,-81.1689415655,2022-05-07,18,5,2022,7,127,May,iNAT,Libellulidae
Erythemis simplicicollis,31.9793568477,-81.1269331115,2022-05-07,18,5,2022,7,127,May,iNAT,Libellulidae
Lestes australis,33.5758896405,-84.0744920076,2022-05-07,18,5,2022,7,127,May,iNAT,Lestidae
Perithemis tenera,31.9894288409,-81.1695782396,2022-05-07,18,5,2022,7,127,May,iNAT,Libellulidae
Libellula incesta,34.0471789948,-83.8824157715,2022-05-07,18,5,2022,7,127,May,iNAT,Libellulidae
Argia fumipennis,33.4055304782,-81.9689162645,2022-05-07,18,5,2022,7,127,May,iNAT,Coenagrionidae
Enallagma basidens,32.423405,-84.9115916667,2022-05-07,18,5,2022,7,127,May,iNAT,Coenagrionidae
Pachydiplax longipennis,33.3859545417,-81.9646880218,2022-05-07,18,5,2022,7,127,May,iNAT,Libellulidae
Phanogomphus lividus,33.5736213061,-84.0661713384,2022-05-07,18,5,2022,7,127,May,iNAT,Gomphidae
Phanogomphus lividus,33.5731035198,-84.0655735751,2022-05-07,18,5,2022,7,127,May,iNAT,Gomphidae
Ischnura prognata,33.3812266749,-81.9671044627,2022-05-07,18,5,2022,7,127,May,iNAT,Coenagrionidae
Plathemis lydia,34.2480621032,-83.270977959,2022-05-07,18,5,2022,7,127,May,iNAT,Libellulidae
Libellula vibrans,33.4087026832,-81.9750192138,2022-05-07,18,5,2022,7,127,May,iNAT,Libellulidae
Erythemis simplicicollis,31.8907647,-82.9931607,2022-05-07,18,5,2022,7,127,May,iNAT,Libellulidae
Calopteryx maculata,33.3844898262,-81.9674421652,2022-05-07,18,5,2022,7,127,May,iNAT,Calopterygidae
Calopteryx maculata,33.3871319849,-81.9551696777,2022-05-07,18,5,2022,7,127,May,iNAT,Calopterygidae
Erythemis simplicicollis,33.3843140775,-81.9674994797,2022-05-07,18,5,2022,7,127,May,iNAT,Libellulidae
Erythemis simplicicollis,33.3871319849,-81.9551696777,2022-05-07,18,5,2022,7,127,May,iNAT,Libellulidae
Libellula vibrans,33.3844172689,-81.9675887268,2022-05-07,18,5,2022,7,127,May,iNAT,Libellulidae
Libellula flavida,32.3279164633,-84.5222190768,2022-05-07,18,5,2022,7,127,May,iNAT,Libellulidae
Argia bipunctulata,32.5583100547,-84.3907801062,2022-05-07,18,5,2022,7,127,May,iNAT,Coenagrionidae
Celithemis verna,32.5583101,-84.3907801,2022-05-07,18,5,2022,7,127,May,iNAT,Libellulidae
Argia bipunctulata,32.5583101,-84.3907801,2022-05-07,18,5,2022,7,127,May,iNAT,Coenagrionidae
Celithemis ornata,32.5583101,-84.3907801,2022-05-07,18,5,2022,7,127,May,iNAT,Libellulidae
Tramea carolina,32.5583101,-84.3907801,2022-05-07,18,5,2022,7,127,May,iNAT,Libellulidae
Nannothemis bella,32.328102,-84.5222189,2022-05-07,18,5,2022,7,127,May,iNAT,Libellulidae
Celithemis ornata,32.328102,-84.5222189,2022-05-07,18,5,2022,7,127,May,iNAT,Libellulidae
Phanogomphus australis,32.283909344,-84.4012526407,2022-05-07,18,5,2022,7,127,May,iNAT,Gomphidae
Argia fumipennis,32.328102,-84.5222189,2022-05-07,18,5,2022,7,127,May,iNAT,Coenagrionidae
Libellula flavida,32.328102,-84.5222189,2022-05-07,18,5,2022,7,127,May,iNAT,Libellulidae
Calopteryx maculata,32.328102,-84.5222189,2022-05-07,18,5,2022,7,127,May,iNAT,Calopterygidae
Perithemis tenera,32.328102,-84.5222189,2022-05-07,18,5,2022,7,127,May,iNAT,Libellulidae
Anax longipes,32.5855098673,-81.4168770131,2022-05-06,18,5,2022,6,126,May,iNAT,Aeshnidae
Libellula auripennis,32.5855098673,-81.4168770131,2022-05-06,18,5,2022,6,126,May,iNAT,Libellulidae
Tramea carolina,32.5855098673,-81.4168770131,2022-05-06,18,5,2022,6,126,May,iNAT,Libellulidae
Perithemis tenera,32.5855098673,-81.4168770131,2022-05-06,18,5,2022,6,126,May,iNAT,Libellulidae
Plathemis lydia,34.9425952979,-85.2320670336,2022-05-06,18,5,2022,6,126,May,iNAT,Libellulidae
Celithemis fasciata,31.1571683333,-81.5430633333,2022-05-06,18,5,2022,6,126,May,iNAT,Libellulidae
Pachydiplax longipennis,33.7910306924,-84.3735884875,2022-05-05,18,5,2022,5,125,May,iNAT,Libellulidae
Argia fumipennis,33.7916214039,-84.3731137365,2022-05-05,18,5,2022,5,125,May,iNAT,Coenagrionidae
Enallagma traviatum,33.5878914869,-84.0620752812,2022-05-05,18,5,2022,5,125,May,iNAT,Coenagrionidae
Erythemis simplicicollis,32.3633188445,-81.319156887,2022-05-05,18,5,2022,5,125,May,iNAT,Libellulidae
Tramea carolina,32.3633188445,-81.319156887,2022-05-05,18,5,2022,5,125,May,iNAT,Libellulidae
Perithemis tenera,32.3633188445,-81.319156887,2022-05-05,18,5,2022,5,125,May,iNAT,Libellulidae
Erythemis simplicicollis,32.3634006011,-81.3223305469,2022-05-05,18,5,2022,5,125,May,iNAT,Libellulidae
Ischnura hastata,32.3634006011,-81.3223305469,2022-05-05,18,5,2022,5,125,May,iNAT,Coenagrionidae
Pachydiplax longipennis,32.3634006011,-81.3223305469,2022-05-05,18,5,2022,5,125,May,iNAT,Libellulidae
Argia bipunctulata,32.3633279069,-81.3223943146,2022-05-05,18,5,2022,5,125,May,iNAT,Coenagrionidae
Plathemis lydia,32.423378,-81.786888,2022-05-05,18,5,2022,5,125,May,iNAT,Libellulidae
Calopteryx maculata,33.8855777448,-83.3383221925,2022-05-05,18,5,2022,5,125,May,iNAT,Calopterygidae
Didymops transversa,34.1655190159,-84.7301834094,2022-05-05,18,5,2022,5,125,May,iNAT,Corduliidae
Ischnura posita,34.0559778333,-84.428505,2022-05-04,18,5,2022,4,124,May,iNAT,Coenagrionidae
Pachydiplax longipennis,34.0560416667,-84.4285283333,2022-05-04,18,5,2022,4,124,May,iNAT,Libellulidae
Ischnura posita,34.0560195,-84.42852,2022-05-04,18,5,2022,4,124,May,iNAT,Coenagrionidae
Pachydiplax longipennis,34.0559416667,-84.428505,2022-05-04,18,5,2022,4,124,May,iNAT,Libellulidae
Anax junius,33.994943305,-84.6891519956,2022-05-04,18,5,2022,4,124,May,iNAT,Aeshnidae
Anax junius,34.112639,-84.2131779722,2022-05-03,18,5,2022,3,123,May,iNAT,Aeshnidae
Erythemis simplicicollis,30.8252248,-82.3632963,2022-05-03,18,5,2022,3,123,May,iNAT,Libellulidae
Crocothemis servilia,30.636263246,-82.6161097221,2022-05-03,18,5,2022,3,123,May,iNAT,Libellulidae
Libellula pulchella,34.9404485362,-85.2599485964,2022-05-03,18,5,2022,3,123,May,iNAT,Libellulidae
Gomphurus vastus,32.8550880088,-84.4795677715,2022-05-03,18,5,2022,3,123,May,iNAT,Gomphidae
Argia tibialis,32.854606195,-84.4800490605,2022-05-03,18,5,2022,3,123,May,iNAT,Coenagrionidae
Enallagma exsulans,32.8529949536,-84.4834954425,2022-05-03,18,5,2022,3,123,May,iNAT,Coenagrionidae
Enallagma signatum,32.8530731593,-84.4836080953,2022-05-03,18,5,2022,3,123,May,iNAT,Coenagrionidae
Argia tibialis,32.8527200591,-84.4825083896,2022-05-03,18,5,2022,3,123,May,iNAT,Coenagrionidae
Argia moesta,32.8529165034,-84.4807624322,2022-05-03,18,5,2022,3,123,May,iNAT,Coenagrionidae
Hetaerina americana,32.8528741864,-84.4807884693,2022-05-03,18,5,2022,3,123,May,iNAT,Calopterygidae
Hetaerina americana,32.852941,-84.480765,2022-05-03,18,5,2022,3,123,May,iNAT,Calopterygidae
Ophiogomphus edmundo,34.944002846,-83.234270071,2022-05-03,18,5,2022,3,123,May,iNAT,Gomphidae
Pachydiplax longipennis,31.363501,-81.41451,2022-05-03,18,5,2022,3,123,May,iNAT,Libellulidae
Libellula incesta,33.89998,-83.3821333333,2022-05-03,18,5,2022,3,123,May,iNAT,Libellulidae
Pachydiplax longipennis,31.3640210001,-81.415011,2022-05-03,18,5,2022,3,123,May,iNAT,Libellulidae
Enallagma divagans,32.5074454081,-84.2835268733,2022-05-03,18,5,2022,3,123,May,iNAT,Coenagrionidae
Enallagma divagans,32.5074743557,-84.2837269564,2022-05-03,18,5,2022,3,123,May,iNAT,Coenagrionidae
Celithemis verna,32.507555,-84.283792,2022-05-03,18,5,2022,3,123,May,iNAT,Libellulidae
Argia bipunctulata,32.5068415223,-84.2955937214,2022-05-03,18,5,2022,3,123,May,iNAT,Coenagrionidae
Celithemis elisa,32.5073934742,-84.2962671674,2022-05-03,18,5,2022,3,123,May,iNAT,Libellulidae
Libellula flavida,32.5068245575,-84.2955422949,2022-05-03,18,5,2022,3,123,May,iNAT,Libellulidae
Enallagma divagans,32.5068009142,-84.2952951196,2022-05-03,18,5,2022,3,123,May,iNAT,Coenagrionidae
Pachydiplax longipennis,32.506894,-84.295332,2022-05-03,18,5,2022,3,123,May,iNAT,Libellulidae
Enallagma geminatum,32.5073743687,-84.2961138188,2022-05-03,18,5,2022,3,123,May,iNAT,Coenagrionidae
Pachydiplax longipennis,32.5074279961,-84.2963822251,2022-05-03,18,5,2022,3,123,May,iNAT,Libellulidae
Phanogomphus australis,32.5228749469,-84.2171644015,2022-05-03,18,5,2022,3,123,May,iNAT,Gomphidae
Enallagma davisi,32.5219677233,-84.2815319195,2022-05-03,18,5,2022,3,123,May,iNAT,Coenagrionidae
Celithemis ornata,32.5074049052,-84.296308279,2022-05-03,18,5,2022,3,123,May,iNAT,Libellulidae
Ladona deplanata,32.5074692501,-84.296583668,2022-05-03,18,5,2022,3,123,May,iNAT,Libellulidae
Ladona deplanata,32.5074975246,-84.2966614521,2022-05-03,18,5,2022,3,123,May,iNAT,Libellulidae
Enallagma dubium,32.5074930007,-84.2966453588,2022-05-03,18,5,2022,3,123,May,iNAT,Coenagrionidae
Erythrodiplax minuscula,32.5074738952,-84.2965617477,2022-05-03,18,5,2022,3,123,May,iNAT,Libellulidae
Enallagma dubium,32.5075110964,-84.2967526472,2022-05-03,18,5,2022,3,123,May,iNAT,Coenagrionidae
Argia fumipennis,32.5075204741,-84.2968196097,2022-05-03,18,5,2022,3,123,May,iNAT,Coenagrionidae
Enallagma dubium,32.5075151356,-84.2967840021,2022-05-03,18,5,2022,3,123,May,iNAT,Coenagrionidae
Enallagma davisi,32.5334505263,-84.2957758533,2022-05-03,18,5,2022,3,123,May,iNAT,Coenagrionidae
Enallagma traviatum,32.5075366242,-84.2968363051,2022-05-03,18,5,2022,3,123,May,iNAT,Coenagrionidae
Celithemis elisa,32.5075407711,-84.2969275002,2022-05-03,18,5,2022,3,123,May,iNAT,Libellulidae
Nannothemis bella,32.5076583931,-84.2971085493,2022-05-03,18,5,2022,3,123,May,iNAT,Libellulidae
Nannothemis bella,32.5076448214,-84.2971163637,2022-05-03,18,5,2022,3,123,May,iNAT,Libellulidae
Celithemis ornata,32.5075358164,-84.2968698327,2022-05-03,18,5,2022,3,123,May,iNAT,Libellulidae
Enallagma davisi,32.5464870288,-84.2247342376,2022-05-03,18,5,2022,3,123,May,iNAT,Coenagrionidae
Argia fumipennis,32.5075840715,-84.296991641,2022-05-03,18,5,2022,3,123,May,iNAT,Coenagrionidae
Celithemis ornata,32.5076377662,-84.2970077342,2022-05-03,18,5,2022,3,123,May,iNAT,Libellulidae
Erythrodiplax minuscula,32.5075755623,-84.2969607956,2022-05-03,18,5,2022,3,123,May,iNAT,Libellulidae
Celithemis ornata,32.5077435934,-84.2970273862,2022-05-03,18,5,2022,3,123,May,iNAT,Libellulidae
Phanogomphus australis,32.5160238997,-84.2069178652,2022-05-03,18,5,2022,3,123,May,iNAT,Gomphidae
Celithemis ornata,32.5078115598,-84.2969003933,2022-05-03,18,5,2022,3,123,May,iNAT,Libellulidae
Phanogomphus australis,32.4764883779,-84.2291314943,2022-05-03,18,5,2022,3,123,May,iNAT,Gomphidae
Pachydiplax longipennis,30.7126343599,-82.165616,2022-05-02,18,5,2022,2,122,May,iNAT,Libellulidae
Erythemis simplicicollis,30.7124632,-82.1625592,2022-05-02,18,5,2022,2,122,May,iNAT,Libellulidae
Libellula axilena,30.71534252,-82.15557023,2022-05-02,18,5,2022,2,122,May,iNAT,Libellulidae
Libellula axilena,30.71514353,-82.15594281,2022-05-02,18,5,2022,2,122,May,iNAT,Libellulidae
Perithemis tenera,32.1027094854,-81.4419424152,2022-05-02,18,5,2022,2,122,May,iNAT,Libellulidae
Erythemis simplicicollis,30.73758616,-82.14317433,2022-05-02,18,5,2022,2,122,May,iNAT,Libellulidae
Pachydiplax longipennis,32.2411848543,-81.222412164,2022-05-02,18,5,2022,2,122,May,iNAT,Libellulidae
Erythemis simplicicollis,30.73748064,-82.14395436,2022-05-02,18,5,2022,2,122,May,iNAT,Libellulidae
Erythemis simplicicollis,30.73793293,-82.1419969301,2022-05-02,18,5,2022,2,122,May,iNAT,Libellulidae
Erythemis simplicicollis,30.73824262,-82.14078829,2022-05-02,18,5,2022,2,122,May,iNAT,Libellulidae
Enallagma geminatum,33.4476917729,-84.9514130745,2022-05-02,18,5,2022,2,122,May,iNAT,Coenagrionidae
Enallagma basidens,33.447671991,-84.951547036,2022-05-02,18,5,2022,2,122,May,iNAT,Coenagrionidae
Perithemis tenera,31.8271694183,-81.6153182983,2022-05-02,18,5,2022,2,122,May,iNAT,Libellulidae
Enallagma doubledayi,33.4477894863,-84.9516476188,2022-05-02,18,5,2022,2,122,May,iNAT,Coenagrionidae
Erythemis simplicicollis,33.447670872,-84.9514531587,2022-05-02,18,5,2022,2,122,May,iNAT,Libellulidae
Pachydiplax longipennis,33.4476654786,-84.951533327,2022-05-02,18,5,2022,2,122,May,iNAT,Libellulidae
Argia fumipennis,33.9397883333,-83.369605,2022-05-02,18,5,2022,2,122,May,iNAT,Coenagrionidae
Ladona deplanata,33.4476831811,-84.9515591059,2022-05-02,18,5,2022,2,122,May,iNAT,Libellulidae
Enallagma geminatum,33.4479110973,-84.9516330157,2022-05-02,18,5,2022,2,122,May,iNAT,Coenagrionidae
Perithemis tenera,33.4476843001,-84.951547036,2022-05-02,18,5,2022,2,122,May,iNAT,Libellulidae
Ischnura posita,33.4476843001,-84.9515673015,2022-05-02,18,5,2022,2,122,May,iNAT,Coenagrionidae
Enallagma signatum,33.4480208793,-84.9515364561,2022-05-02,18,5,2022,2,122,May,iNAT,Coenagrionidae
Enallagma signatum,33.4479629315,-84.9515793715,2022-05-02,18,5,2022,2,122,May,iNAT,Coenagrionidae
Enallagma signatum,33.4478342464,-84.9516638611,2022-05-02,18,5,2022,2,122,May,iNAT,Coenagrionidae
Epitheca cynosura,33.447912,-84.951707,2022-05-02,18,5,2022,2,122,May,iNAT,Corduliidae
Tramea carolina,33.449155,-84.96506,2022-05-02,18,5,2022,2,122,May,iNAT,Libellulidae
Lestes rectangularis,33.446193539,-84.9627984926,2022-05-02,18,5,2022,2,122,May,iNAT,Lestidae
Plathemis lydia,33.524496185,-84.799020423299993,2022-05-02,18,5,2022,2,122,May,iNAT,Libellulidae
Argia translata,33.67037,-84.128205500000007,2022-05-02,18,5,2022,2,122,May,iNAT,Coenagrionidae
Ladona deplanata,33.6703216667,-84.1279971667,2022-05-02,18,5,2022,2,122,May,iNAT,Libellulidae
Argia fumipennis,33.5233016674,-84.8141934454,2022-05-02,18,5,2022,2,122,May,iNAT,Coenagrionidae
Epitheca cynosura,33.523388,-84.813944,2022-05-02,18,5,2022,2,122,May,iNAT,Corduliidae
Libellula cyanea,33.9902116667,-83.3848333333,2022-05-02,18,5,2022,2,122,May,iNAT,Libellulidae
Libellula semifasciata,33.6720416667,-84.1186916667,2022-05-02,18,5,2022,2,122,May,iNAT,Libellulidae
Celithemis elisa,32.3277774325,-81.254911351,2022-05-02,18,5,2022,2,122,May,iNAT,Libellulidae
Erythrodiplax minuscula,32.3292284931,-81.2543466572,2022-05-02,18,5,2022,2,122,May,iNAT,Libellulidae
Plathemis lydia,33.9897883333,-83.3844,2022-05-01,17,5,2022,1,121,May,iNAT,Libellulidae
Calopteryx maculata,33.9915166667,-83.3860866667,2022-05-01,17,5,2022,1,121,May,iNAT,Calopterygidae
Ladona deplanata,34.0238534378,-84.7191823609,2022-05-01,17,5,2022,1,121,May,iNAT,Libellulidae
Plathemis lydia,34.0235915609,-84.7194108149,2022-05-01,17,5,2022,1,121,May,iNAT,Libellulidae
Calopteryx maculata,33.4168932859,-82.3965971743,2022-05-01,17,5,2022,1,121,May,iNAT,Calopterygidae
Erythemis simplicicollis,31.4849297206,-83.5717959641,2022-05-01,17,5,2022,1,121,May,iNAT,Libellulidae
Ischnura posita,34.1623416667,-84.1768033333,2022-05-01,17,5,2022,1,121,May,iNAT,Coenagrionidae
Argia fumipennis,33.5901320575,-84.0632013408,2022-05-01,17,5,2022,1,121,May,iNAT,Coenagrionidae
Ischnura posita,33.5876760188,-84.0623559843,2022-05-01,17,5,2022,1,121,May,iNAT,Coenagrionidae
Argia fumipennis,33.8074283333,-84.4020616667,2022-05-01,17,5,2022,1,121,May,iNAT,Coenagrionidae
Pachydiplax longipennis,32.3326533333,-81.3947966667,2022-05-01,17,5,2022,1,121,May,iNAT,Libellulidae
Libellula vibrans,32.013864374,-81.3034328537,2022-05-01,17,5,2022,1,121,May,iNAT,Libellulidae
Nasiaeschna pentacantha,33.9868301,-83.3828295,2022-05-01,17,5,2022,1,121,May,iNAT,Aeshnidae
Libellula vibrans,32.0139310951,-81.3034647153,2022-05-01,17,5,2022,1,121,May,iNAT,Libellulidae
Celithemis elisa,33.4431668,-82.1261013997,2022-05-01,17,5,2022,1,121,May,iNAT,Libellulidae
Pachydiplax longipennis,30.7484216667,-82.173155,2022-05-01,17,5,2022,1,121,May,iNAT,Libellulidae
Libellula vibrans,31.9081026292,-81.3205323479,2022-05-01,17,5,2022,1,121,May,iNAT,Libellulidae
Argia bipunctulata,33.4429333333,-82.1258,2022-05-01,17,5,2022,1,121,May,iNAT,Coenagrionidae
Erythrodiplax minuscula,31.9110070396,-81.3241936044,2022-05-01,17,5,2022,1,121,May,iNAT,Libellulidae
Hetaerina americana,32.8748485,-84.4723125,2022-05-01,17,5,2022,1,121,May,iNAT,Calopterygidae
Enallagma exsulans,32.8748485,-84.4723125,2022-05-01,17,5,2022,1,121,May,iNAT,Coenagrionidae
Gomphurus vastus,32.8748485,-84.4723125,2022-05-01,17,5,2022,1,121,May,iNAT,Gomphidae
Libellula cyanea,31.9999493837,-85.0628929961,2022-05-01,17,5,2022,1,121,May,iNAT,Libellulidae
Libellula vibrans,31.9148249221,-81.3184724114,2022-05-01,17,5,2022,1,121,May,iNAT,Libellulidae
Erythemis simplicicollis,31.9138049313,-81.3187299035,2022-05-01,17,5,2022,1,121,May,iNAT,Libellulidae
Ischnura posita,31.9958019563,-85.0644289269,2022-05-01,17,5,2022,1,121,May,iNAT,Coenagrionidae
Tramea carolina,33.987218762,-84.0926224848,2022-05-01,17,5,2022,1,121,May,iNAT,Libellulidae
Erythemis simplicicollis,31.5944351593,-83.5461471963,2022-04-30,17,4,2022,30,120,April,iNAT,Libellulidae
Argia fumipennis,33.588291253,-84.0617707093,2022-04-30,17,4,2022,30,120,April,iNAT,Coenagrionidae
Calopteryx maculata,33.7025,-84.877425,2022-04-30,17,4,2022,30,120,April,iNAT,Calopterygidae
Libellula cyanea,33.5890464188,-84.0634847931,2022-04-30,17,4,2022,30,120,April,iNAT,Libellulidae
Plathemis lydia,33.7033833333,-84.87552,2022-04-30,17,4,2022,30,120,April,iNAT,Libellulidae
Ladona deplanata,33.7042883333,-84.8752966667,2022-04-30,17,4,2022,30,120,April,iNAT,Libellulidae
Pachydiplax longipennis,33.5696106387,-82.1330486022,2022-04-30,17,4,2022,30,120,April,iNAT,Libellulidae
Argia tibialis,30.8247379532,-82.3801883266,2022-04-30,17,4,2022,30,120,April,iNAT,Coenagrionidae
Calopteryx dimidiata,32.0195666667,-81.3232333333,2022-04-30,17,4,2022,30,120,April,iNAT,Calopterygidae
Libellula vibrans,32.021325,-81.319175,2022-04-30,17,4,2022,30,120,April,iNAT,Libellulidae
Argia fumipennis,32.022,-81.318305,2022-04-30,17,4,2022,30,120,April,iNAT,Coenagrionidae
